; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161879,"CurrentTimeLocal","Tue Sep 15 11:24:39 2020","Hostname","taurusml20","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 4.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.003567,0.08487,0.073597,0.321164,6.103397,12.54836,0.088428,0.043202,19.267021,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.004314,0.060918,0.06849,0.199106,6.119757,12.536428,0.097948,0.00141,19.088785,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.000266,0.055808,0.066472,0.10517,6.081858,12.526644,0.092322,0.001232,18.930215,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.000236,0.052504,0.06567,0.103127,6.074435,12.525981,0.092766,0.001447,18.91669,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.000256,0.053072,0.065582,0.102967,6.076235,12.525264,0.092911,0.001287,18.918028,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.000231,0.051616,0.064925,0.102975,6.119624,12.523519,0.093102,0.001344,18.957726,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.000258,0.051826,0.065806,0.10352,6.0848,12.523993,0.093444,0.001338,18.925391,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.000258,0.051475,0.064566,0.103077,6.176757,12.523566,0.093164,0.001393,19.014698,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.000232,0.050943,0.064798,0.102563,6.07798,12.52152,0.093278,0.001324,18.913038,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.00024,0.051363,0.064256,0.103043,6.06965,12.531354,0.093438,0.001375,18.915151,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.000238,0.050364,0.064605,0.103447,6.046217,12.519572,0.094179,0.001369,18.880439,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.000288,0.051172,0.063921,0.102028,6.058197,12.527876,0.092903,0.001252,18.89808,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.000224,0.050225,0.064076,0.103558,6.152565,12.526636,0.093243,0.001295,18.99226,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.000246,0.051063,0.064101,0.102366,6.390035,12.536617,0.093206,0.001437,19.239465,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000226,0.050588,0.064193,0.102899,6.379781,12.515584,0.093065,0.001505,19.208293,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.000221,0.050266,0.064087,0.102922,6.410165,12.522315,0.093303,0.001248,19.244985,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.00023,0.055049,0.063472,0.103612,6.383703,12.517062,0.093362,0.001391,19.218351,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.000222,0.050225,0.063521,0.102791,6.40512,12.520296,0.094377,0.001269,19.238233,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.000211,0.050899,0.063593,0.103565,6.425486,12.516283,0.093422,0.00144,19.255299,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000209,0.050646,0.063471,0.104289,6.387498,12.539241,0.098666,0.001379,19.245829,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.003547,0.037024,0.039526,0.412868,0.47301,3.827582,0.125564,0.051608,4.971143,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.004926,0.034212,0.039399,0.25086,0.482694,3.806483,0.137806,0.001326,4.758141,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000262,0.032465,0.036337,0.158912,0.47974,3.808564,0.128833,0.001492,4.647,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.000244,0.031415,0.035582,0.157988,0.491353,3.805261,0.128185,0.001471,4.651902,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.000276,0.030456,0.035634,0.155668,0.483145,3.814431,0.129517,0.001307,4.650828,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.000263,0.030618,0.035118,0.156815,0.477881,3.808587,0.1277,0.001459,4.638827,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.00024,0.030048,0.034503,0.155617,0.485073,3.815032,0.128962,0.001394,4.651289,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.000266,0.030255,0.034774,0.155965,0.469099,3.800831,0.127886,0.001447,4.620907,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.000356,0.030239,0.034499,0.157642,0.480356,3.795775,0.12814,0.001539,4.629054,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.000246,0.030129,0.034693,0.156597,0.494193,3.822997,0.128523,0.00149,4.669427,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.000275,0.0308,0.035008,0.155737,0.481239,3.800161,0.12774,0.001561,4.632969,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.000256,0.029796,0.034134,0.156697,0.469817,3.841094,0.128009,0.001361,4.661578,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.000244,0.030489,0.034243,0.157174,0.466294,3.789992,0.127833,0.001524,4.608209,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.000273,0.030323,0.03445,0.15719,0.48693,3.802109,0.129097,0.001447,4.64225,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.00027,0.030723,0.034675,0.157412,0.474069,3.808464,0.128679,0.001364,4.636075,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.000263,0.029958,0.034349,0.155869,0.479893,3.818165,0.128925,0.00134,4.649215,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.000313,0.030366,0.034606,0.157004,0.483059,3.799461,0.12897,0.001405,4.635593,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,17,3,"Success",0.00027,0.030337,0.034389,0.156453,0.484111,3.805593,0.127888,0.001539,4.641014,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,18,3,"Success",0.000233,0.02984,0.03428,0.156991,0.477502,3.816497,0.128446,0.001535,4.645713,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,19,3,"Success",0.000234,0.029591,0.034424,0.156098,0.468721,3.827919,0.128148,0.001414,4.646998,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,0,4,"Success",0.00393,0.085631,0.083722,0.585704,10.918802,19.694514,0.212697,0.057627,31.643219,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,1,4,"Success",0.00539,0.069351,0.079862,0.384023,10.898433,19.927089,0.245594,0.001569,31.611808,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,2,4,"Success",0.000414,0.065545,0.078344,0.247341,11.002159,19.85377,0.239914,0.001345,31.489279,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,3,4,"Success",0.000438,0.064434,0.077053,0.24308,10.972944,19.943186,0.238976,0.001445,31.542039,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,4,4,"Success",0.000398,0.064916,0.076361,0.243522,10.960053,19.861597,0.238536,0.001473,31.447431,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,5,4,"Success",0.000279,0.062689,0.075474,0.245997,10.961681,19.89386,0.236957,0.001547,31.479117,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,6,4,"Success",0.000354,0.063051,0.074693,0.243034,10.987095,19.857416,0.23895,0.001492,31.466919,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,7,4,"Success",0.000431,0.062,0.074522,0.244903,10.994496,19.883732,0.235951,0.001617,31.498156,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,8,4,"Success",0.000358,0.061867,0.07465,0.244071,11.019325,19.865625,0.236742,0.001619,31.504732,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,9,4,"Success",0.000311,0.061654,0.074999,0.243566,10.943903,19.8789,0.237819,0.001338,31.442984,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,10,4,"Success",0.000319,0.061234,0.074665,0.243911,10.966468,19.857061,0.237783,0.00139,31.443269,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,11,4,"Success",0.000352,0.061148,0.074142,0.244232,10.974637,19.891895,0.237087,0.001524,31.485569,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,12,4,"Success",0.000381,0.061221,0.074345,0.243698,10.973641,19.869814,0.236902,0.001619,31.462163,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,13,4,"Success",0.00043,0.060831,0.074586,0.242464,10.934593,19.852101,0.235131,0.001432,31.402068,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,14,4,"Success",0.00035,0.060859,0.073557,0.244868,10.936445,19.877503,0.237972,0.001433,31.433412,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,15,4,"Success",0.000302,0.060795,0.072958,0.2443,10.962403,19.859775,0.238711,0.001525,31.441231,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,16,4,"Success",0.000336,0.060113,0.073118,0.244732,10.974444,19.877704,0.23629,0.001504,31.468753,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,17,4,"Success",0.000304,0.066011,0.073796,0.243722,10.963043,19.874023,0.236936,0.001461,31.459853,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,18,4,"Success",0.000338,0.060738,0.073411,0.244261,10.957882,19.864603,0.238417,0.001631,31.441747,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,19,4,"Success",0.000344,0.060943,0.074228,0.242782,10.874953,19.877352,0.236015,0.001424,31.368498,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.002914,43.267332,0.057081,0.232269,20.033004,1.530477,0.115754,0.083147,65.322464,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.004105,0.035841,0.041473,0.196796,0.255881,1.521135,0.115101,0.001621,2.172417,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000241,0.032623,0.040262,0.104381,0.206118,1.519307,0.11556,0.001623,2.020589,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.000223,0.031965,0.039364,0.103543,0.206571,1.528222,0.115478,0.001482,2.027284,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000211,0.031714,0.039237,0.102844,0.213393,1.523701,0.115501,0.00148,2.028571,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000218,0.031321,0.038901,0.102123,0.216803,1.519691,0.115088,0.001574,2.026173,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000219,0.031889,0.03935,0.10259,0.212752,1.484892,0.114785,0.001464,1.988447,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000223,0.031515,0.038934,0.103504,0.212061,1.521648,0.115667,0.001526,2.025521,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000248,0.031034,0.038955,0.115369,0.202875,1.517565,0.115579,0.001572,2.023747,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000217,0.03107,0.03891,0.102481,0.200282,1.517711,0.115241,0.001637,2.007927,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000219,0.031251,0.038539,0.116842,0.199492,1.527541,0.115275,0.001513,2.031115,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000222,0.030927,0.038741,0.102751,0.217806,1.518191,0.115174,0.001617,2.025921,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000221,0.030778,0.038543,0.102397,0.213383,1.516566,0.115598,0.001582,2.019493,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000224,0.031083,0.038963,0.103202,0.21211,1.476817,0.115082,0.001439,1.979362,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000223,0.030918,0.03847,0.106696,0.207051,1.518565,0.115179,0.001494,2.01904,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.000226,0.031083,0.038544,0.10329,0.213779,1.515992,0.11576,0.001543,2.020614,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000213,0.031075,0.038524,0.102697,0.212619,1.519699,0.115393,0.001612,2.02222,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000205,0.030677,0.038243,0.102729,0.218414,1.535732,0.115197,0.001451,2.043051,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000226,0.030825,0.038835,0.116275,0.199869,1.516992,0.115021,0.001543,2.019985,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000227,0.030898,0.038574,0.10318,0.218793,1.520259,0.115484,0.001523,2.029386,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,0,1,"Success",0.003301,0.04912,0.047549,0.310453,0.254368,2.979217,0.147849,0.042809,3.83513,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,1,1,"Success",0.004102,0.034847,0.043846,0.165185,0.230023,2.976303,0.146994,0.001539,3.603263,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,2,1,"Success",0.000242,0.032689,0.042473,0.139352,0.264626,3.031576,0.14718,0.001445,3.660138,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,3,1,"Success",0.000285,0.032249,0.042034,0.139027,0.265963,2.95718,0.146964,0.001518,3.58563,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,4,1,"Success",0.000301,0.031001,0.04192,0.139616,0.264623,2.96856,0.146866,0.001529,3.595075,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,5,1,"Success",0.000287,0.031209,0.041288,0.138795,0.263004,2.959678,0.147035,0.001588,3.583578,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,6,1,"Success",0.000279,0.030383,0.040799,0.153848,0.25778,2.95993,0.146284,0.001643,3.591374,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,7,1,"Success",0.000283,0.03046,0.041139,0.139214,0.264799,2.959334,0.146928,0.001586,3.584162,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,8,1,"Success",0.000268,0.030963,0.041183,0.138404,0.264173,2.962672,0.146348,0.001537,3.585939,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,9,1,"Success",0.000244,0.030618,0.041397,0.139117,0.263376,2.96643,0.146606,0.001537,3.589733,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,10,1,"Success",0.000275,0.030673,0.041346,0.139395,0.264871,2.968305,0.147196,0.001525,3.593973,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,11,1,"Success",0.000254,0.030224,0.041126,0.13946,0.263596,2.963483,0.147106,0.001519,3.587202,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,12,1,"Success",0.000252,0.030563,0.041255,0.139321,0.263603,2.960512,0.147222,0.001535,3.584709,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,13,1,"Success",0.00025,0.030542,0.041348,0.139483,0.264,2.963143,0.146848,0.001504,3.58753,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,14,1,"Success",0.000279,0.030645,0.041204,0.138319,0.257522,2.957946,0.147342,0.001524,3.57519,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,15,1,"Success",0.000275,0.030815,0.041102,0.139032,0.264803,2.961313,0.146952,0.001515,3.586197,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,16,1,"Success",0.000242,0.030592,0.040907,0.143114,0.263482,2.964856,0.14684,0.001505,3.591956,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,17,1,"Success",0.00022,0.030317,0.040772,0.139997,0.264682,2.958871,0.146965,0.00151,3.583717,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,18,1,"Success",0.000227,0.030228,0.040381,0.139653,0.264293,2.966668,0.147233,0.001627,3.590728,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,19,1,"Success",0.000229,0.030578,0.04066,0.138796,0.264397,2.961616,0.147203,0.001611,3.585519,2612288,0,2593080,1.8502371647e-16,0
